concept_name,wds_key,group,class_label,vlm_label,user_question,assistant_answer
image_description,HP20001530/6/5031_42578,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a large number of foamy macrophages. These are a type of immune cell that has ingested lip"
image_description,HP20002450/2/6690_26339,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathological image, you can see a large number of lymphocytes, which are a type of white blood cell. These lym"
image_description,HP18005453/8/5929_5865,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP15.12550/281a0f53b7f22e07fd5b72d26b6f641b520f8299/5548_7936,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a tumor with a necrotic center, which means that the central part of the tumor has"
image_description,HP19012316/10/7055_5718,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the image, you see a histopathology of a tumor. Histopathology refers to the microscopic examination of tissue samples to study the manifest"
image_description,HP19012316/10/5949_6592,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a variety of cell types and structures. The image is stained with hematoxylin and eosin"
image_description,HP13.3201/76aeacbe742cf9f2c473b78070f179814fc84659/7184_18536,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense, lamellar, and hyaline collagenous stroma. This strom"
image_description,HP19012316/10/8972_6680,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP20002450/2/10074_18860,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of the brain tissue. The tissue appears to be affected by a condition called hepatic porphy"
image_description,HP20001530/6/6055_34937,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histological section of a tissue sample. The tissue appears to be infiltrated by a large number of lym"
image_description,HP09.5392/4d4cbf193710983ae4c29e7f8fa4cab3dce92f4d/2832_6376,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to be infiltrated by a large number of l"
image_description,HP18005453/8/11262_13605,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a large number of cells with round to oval nuclei and scanty cytoplasm. These"
image_description,HP15.9102/a944a3a02be5f1615d664df44f7de676ff245ca3/1792_8288,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a normal architecture, which means that the cells and"
image_description,HP15.1480/2d73442166e8e0ee880d303bed92f1a155d6a17e/5060_7004,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP12.6073/2e4d98992a14efc2ac34b447827193840d081f75/4684_6212,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study"
image_description,HP13.3311/bd0703c88e92d0da25592b4229e90c2a86eab42f/3644_4496,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tumor. The tumor is composed of a mixture of epithelial and sp"
image_description,HP14.10122/6f5d1e3e644b9c6f33da732b5899b3fd4d74f672/1480_8904,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a tumor with a solid component and a cystic component. The solid component is composed of sheets of"
image_description,HP12.7726/8e9a96c4a1a96ab8e2b73747c5f92870cd5a95e2/1104_6912,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense infiltrate of lymphocytes and plasma cells in the interstitium of"
image_description,HP09.5392/4d4cbf193710983ae4c29e7f8fa4cab3dce92f4d/2984_8440,,pRCC,Unknown,Task: Describe in detail what you see.,The image shows a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study the manifestations of
image_description,HP10.5813/de4e111fab32190116736bfb46d4822a7195e17e/2560_7552,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a normal architecture, which means that the cells and"
image_description,HP18014084/8/6658_18630,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense, lymphocytic infiltrate. This means that there is a high concentration"
image_description,HP14.9097/598c2bbb50d1da808cf8ea5893ef50f836f2e193/4176_5012,,ccRCC,Unknown,Task: Describe in detail what you see.,The image shows a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study the manifestations of
image_description,HP12.9282/f663267028e7cb66060a4667bbb53e56bbcde64a/5144_5404,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a dense inflammatory infiltrate"
image_description,HP19.754/1ef88c24eabcc8a43bbc92e21e02f593d7001884/5448_8044,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathology slide of a tissue sample. The tissue appears to have a dense inflammatory infiltrate"
image_description,HP20.2506/13/17551_2246,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological examination of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP15.11259/6d6ff879d877d9f43a257ae9fdc72ba2ab24a96a/1804_7016,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you see a histopathology of a tumor. Histopathology is the examination of tissues under a microscope to study the manifest"
image_description,HP19.7840/57c2f274d0415a8cf843616d2d50f58ce115e65e/2280_8144,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you see a histopathological examination of a tissue sample. The tissue appears to have a normal architecture, which means that the cells and structures"
image_description,HP20002450/2/8223_9362,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a large number of cells with round nuclei and scanty cytoplasm. These cells are arranged"
image_description,HP20002450/2/5096_24746,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP19.1773/a473bb79f489450d13a4517716a0ccd64006ed13/784_8456,,pRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense infiltrate of lymphocytes and plasma cells in the submucosa. The"
image_description,HP12.5904/ad968a81e4f9456fb76c40e9739efad24a464bb2/4592_6716,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense infiltrate of lymphocytes and plasma cells. Lymphocytes are"
image_description,HP16.819/86228d4962c85edee28e25e134d07d972d56c245/1960_11432,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense inflammatory infiltrate, which is a collection of immune cells that have migrated"
image_description,HP18014084/8/8802_469,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense infiltrate of lymphocytes and plasma cells in the dermis. The"
image_description,HP14.9097/598c2bbb50d1da808cf8ea5893ef50f836f2e193/4224_7568,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study"
image_description,HP12.7726/84657173e31b113783ecf21522d5aaac5155852b/3528_8120,,pRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense infiltrate of lymphocytes and plasma cells. Lymphocytes are"
image_description,HP12.9282/47cb6bfb459fd5ece3ce81fe0a616ae6fdfecfaa/3760_4832,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a large number of lymphocytes, which are a type of white blood cell. These lym"
image_description,HP18005453/8/5220_9671,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tumor. The tumor is composed of a nest of cells, which are arranged in"
image_description,HP20001530/6/16645_35683,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a normal architecture, which means that the cells and"
image_description,HP13.3311/bd0703c88e92d0da25592b4229e90c2a86eab42f/2108_3616,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tumor. The tumor is composed of sheets of cells with a high nuclear-to"
image_description,HP17.11714/07d01a0f2dcd3871ae5c5fcb31b111cdb9a7e8de/2092_5952,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tumor. The tumor is composed of a mixture of epithelial and sp"
image_description,HP18014084/8/8530_3896,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a normal architecture, which means that the cells and"
image_description,HP19.9421/ab99fbc26500430e7eee843ca03c5aa9469265ba/2800_2712,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP13.6992/0b4d971a09f355ae366e17bcd3e3ac942be1fa0a/3720_5220,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a normal architecture, which means that the cells and"
image_description,HP15.9102/a944a3a02be5f1615d664df44f7de676ff245ca3/3256_7508,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of the tissue sample. The tissue appears to have a dense inflammatory infiltrate"
image_description,HP14.69/398fc824cace6a75e60bc1b38671382f93743995/1876_5144,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a dense inflammatory infiltrate"
image_description,HP11.6090/25b387c8e9fcfe82ea1e23f731fc5d85cf8e965b/3104_8320,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study"
image_description,HP14.4279/557dcc2974bec622e56a2e3c00c87d27e1942ec2/4076_6992,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense inflammatory infiltrate in the dermis. The dermis is the"
image_description,HP18005453/8/10442_13136,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological examination of a testicular biopsy. The testicular tissue is stained with hematoxylin"
image_description,HP19.7715/b884f717df1d05d67a3e10d861684531f5970921/1916_9436,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study"
image_description,HP18005453/8/11488_4498,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tumor. The tumor is composed of small, round cells with a high nuclear-"
image_description,HP12.6710/6520102133a6a8833246f91b83e2768a15415f71/904_5144,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP14.1993/7a74e4f6929266c36a9a71907a5334c4c2a880b1/3908_5064,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a section of the aorta, which is the largest artery in the body. The aorta carries oxygen-"
image_description,HP19012316/10/6637_3359,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a variety of structures and cells. There are numerous fungal hyphae, which are the thread-like"
image_description,HP16.6209/e09752bff7e4b16a32cce99ecdeb7d6cda463135/4280_6400,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you see a histopathological view of a tissue sample. The tissue appears to have a dense inflammatory infiltrate,"
image_description,HP20002450/2/9018_13022,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dilated lymphatic vessel with a lumen filled with proteinaceous material. The lym"
image_description,HP09.5392/4d4cbf193710983ae4c29e7f8fa4cab3dce92f4d/4600_5628,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study"
image_description,HP18014084/8/15316_8359,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a large number of cells with a high nuclear-to-cytoplasmic ratio. These cells are"
image_description,HP17.11714/73cce8b135ee384b2fa0f178d6dfd663c91aad2a/3748_7548,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a liver biopsy. The liver tissue appears to have a normal architecture, with no evidence"
image_description,HP15.9102/a944a3a02be5f1615d664df44f7de676ff245ca3/1560_8692,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathology of a tumor. Histopathology is the examination of tissues under a microscope to study the"
image_description,HP10.9650/8ddeda4267f98aed205f322a834d037282cbf396/1876_6528,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study"
image_description,HP20001530/6/23722_913,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological examination of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP10.9650/8ddeda4267f98aed205f322a834d037282cbf396/2280_6920,,pRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense infiltrate of lymphocytes and plasma cells. These cells are part of the"
image_description,HP18014084/8/15819_2546,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to be infiltrated by a large number of l"
image_description,HP20.2506/13/28293_6537,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see the presence of fungal hyphae and spores. Fungal hyphae are the thread-"
image_description,HP14.5971/5d6049cfcb1bf69c1a753d1ef2b45c4652a0af85/1888_5548,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a tumor with a high nuclear grade. The tumor is composed of a mixture of spindle cells and epit"
image_description,HP20.2506/13/6198_5684,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP12.4271/404ef0d0cfb81344a5a4ed21a4f268f949afa931/1940_5772,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a liver biopsy. The liver tissue appears to have a normal architecture, with hepat"
image_description,HP09.5392/4d4cbf193710983ae4c29e7f8fa4cab3dce92f4d/2580_5536,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense inflammatory infiltrate in the dermis. The dermis is the"
image_description,HP16.6209/c684f0b8519520ee1c636d2b6ff3d333184e9a65/3532_5856,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is characterized by a dense infiltrate of lymph"
image_description,HP14.1993/7a74e4f6929266c36a9a71907a5334c4c2a880b1/1392_7440,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histological section of a kidney. The kidney tissue appears to have a normal architecture, which means that the structures"
image_description,HP15.11259/6d6ff879d877d9f43a257ae9fdc72ba2ab24a96a/1820_6116,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a dense fibrous stroma, which is"
image_description,HP18005453/8/1665_119,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a variety of cellular structures. There are large, round cells with a clear cytoplasm and a"
image_description,HP09.5392/4d4cbf193710983ae4c29e7f8fa4cab3dce92f4d/3032_8728,,pRCC,Unknown,Task: Describe in detail what you see.,"In the histopathological image, you can see a dense inflammatory infiltrate, which is a collection of immune cells that have migrated"
image_description,HP13.3201/76aeacbe742cf9f2c473b78070f179814fc84659/4328_18976,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue appears to have a dense fibrous stroma, which is"
image_description,HP16.6209/c684f0b8519520ee1c636d2b6ff3d333184e9a65/2528_4184,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tumor. The tumor is composed of a mixture of spindle cells and ep"
image_description,HP20001530/6/38037_32353,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a dense fibrous tissue with a central area of necrosis. The fibrous tissue is composed of"
image_description,HP18014084/8/7333_10339,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a large number of eosinophils, which are a type of white blood cell. These eos"
image_description,HP14.1993/7a74e4f6929266c36a9a71907a5334c4c2a880b1/1916_7796,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. Histopathology is the examination of tissues under a microscope to study"
image_description,HP20002450/2/8296_5864,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP17.11714/73cce8b135ee384b2fa0f178d6dfd663c91aad2a/1888_8528,,pRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a well-formed glandular structure. The glandular structure is lined by a layer of epit"
image_description,HP11.12277/264f859b49b76d754766a6a2dc99d15f817625e2/3024_3960,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a tumor with a fibrous capsule. The tumor is composed of a mixture of spindle"
image_description,HP19.10064/01fee3d5a206a78b73fa067ab49a98488a30e12e/3580_7612,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a diffuse infiltrate of small lymphocytes. These cells are part of the immune"
image_description,HP14.10122/fa6aabb6d90f79858d18ceaef3438821c1ba8198/3972_8296,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathology of a tumor. Histopathology refers to the microscopic examination of tissue samples to study the"
image_description,HP18005453/8/2669_14354,,ONCO,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological view of a tumor. The tumor is composed of multiple small round cells, which are arranged in"
image_description,HP18014084/8/1482_14578,,CHROMO,Unknown,Task: Describe in detail what you see.,"In the histopathological image, you can see a dense lymphoplasmacytic infiltrate in the dermis. This means"
image_description,HP19.7840/a79c70b811f3d424c03703207a545407b3cd1ddf/1280_4276,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathology of a tumor. The tumor is composed of a mixture of epithelial and spind"
image_description,HP15.12550/2305e6f39e6452abf4c671c165c03ca4c445c0f9/1808_8060,,ccRCC,Unknown,Task: Describe in detail what you see.,"In the histopathology image, you can see a large number of lymphocytes, which are a type of white blood cell. These lym"
image_description,HP17.11714/73cce8b135ee384b2fa0f178d6dfd663c91aad2a/4000_6252,,NOT_TUMOR,Unknown,Task: Describe in detail what you see.,"In the image, you can see a histopathological examination of a tissue sample. The tissue is stained with hematoxylin and eosin ("
image_description,HP12.7726/b39a36557d18c9b0e20d1ad6340f833eed01d243/3996_6988,,pRCC,Unknown,Task: Describe in detail what you see.,"In the image, you see a histopathological view of a tumor. The tumor is composed of a mixture of epithelial and spind"
image_description,HP20002450/2/12069_3461,,ONCO,Unknown,Task: Describe in detail what you see.,"In the histopathological image, you can see a large number of lymphocytes, which are a type of white blood cell. These lym"
